id,num_following,num_follower,num_tweet,len_name,len_profile,is_polluter,age,reputation,ff_ratio,freq_tweet
12085042,19963,19857,779,12,13,1,4008,0.498656488,1.005287542,0.877252252
12198062,213,108,102,9,107,1,4005,0.335403727,1.95412844,0.117376295
12317562,240,626,2657,7,59,1,4002,0.722029988,0.38277512,3.700557103
12357122,4249,4116,2364,8,74,1,4001,0.491991394,1.032062181,3.247252747
12441712,30922,30271,2174,8,55,1,3999,0.49467268,1.021471987,2.933873144
12447572,11449,10413,507,8,154,1,3999,0.476284133,1.099385443,0.639344262
12449542,1774,8155,79,14,53,1,3999,0.821248741,0.217508583,0.092941176
12465192,597,597,850,9,114,1,3998,0.49958159,0.998327759,1.127320955
12470242,6228,6229,449,5,56,1,3998,0.5,0.999678973,0.569074778
12511062,1980,1801,812,13,159,1,3997,0.476203067,1.098779134,1.092866756
12516722,13181,14242,4042,9,157,1,3997,0.519326138,0.925437057,5.491847826
12524522,14706,17533,2400,7,156,1,3997,0.543827543,0.838713357,3.256445047
12552662,1859,1507,206,15,58,1,3996,0.447579448,1.232758621,0.288515406
12570402,38995,38985,30342,8,21,1,3996,0.49992947,1.000230852,33.52707182
12604592,8954,8820,197,13,131,1,3995,0.496202532,1.015077656,0.272099448
12611082,10365,9556,1100,11,66,1,3995,0.479670716,1.084545359,1.338199513
12614402,1095,419,21,14,96,1,3995,0.276567657,2.607142857,0.029329609
12691382,16463,15311,570,9,95,1,3993,0.481856806,1.075169801,0.750988142
12720232,33024,31810,6994,9,49,1,3992,0.490630061,1.038131464,8.786432161
12728672,24066,21988,706,12,102,1,3992,0.477429161,1.094456319,0.979195562
12738932,6513,6760,5823,11,139,1,3992,0.509266235,0.963319036,7.171182266
12755642,914,1098,184,13,51,1,3991,0.545454545,0.83166515,0.236200257
12757982,1102,471,800,15,72,1,3991,0.299237611,2.334745763,0.873362445
12767492,4072,3827,684,11,136,1,3991,0.48443038,1.063740857,0.95132128
12811112,1989,501,2704,12,27,1,3990,0.201124047,3.962151394,3.571994716
12822322,2001,1716,3041,11,51,1,3989,0.461538462,1.165404776,4.177197802
12891732,1765,1627,324,14,95,1,3988,0.479516652,1.084152334,0.377622378
12930392,8273,8145,2316,12,110,1,3987,0.496071624,1.015590474,3.083888149
12992802,19808,18917,490,6,64,1,3985,0.48848319,1.047045142,0.543237251
12993022,9185,11521,6002,12,159,1,3985,0.5563819,0.79717063,7.15375447
13027572,13665,14771,3677,11,91,1,3984,0.519428913,0.925060926,5.178873239
13076522,5839,5316,5129,12,86,1,3983,0.47651488,1.098175663,7.026027397
13117172,9661,9161,769,15,147,1,3982,0.486691813,1.054464091,0.992258065
13122832,9703,8901,744,7,56,1,3982,0.47841978,1.08997978,1.031900139
13203082,9281,8456,8429,7,0,1,3980,0.476716654,1.097434078,11.25367156
13225732,8941,8972,1296,11,34,1,3980,0.500837334,0.996433746,1.825352113
13247052,8452,8693,13824,7,158,1,3979,0.506998717,0.972164711,18.9369863
13267042,4681,4255,96,13,91,1,3979,0.476110552,1.099859023,0.132780083
13372502,8947,9740,6779,7,156,1,3976,0.521190068,0.918488862,8.338253383
13372592,2001,1284,91,12,63,1,3976,0.390748631,1.557198444,0.114321608
13421862,2088,2186,1146,13,53,1,3974,0.511345029,0.95473251,1.630156472
13430962,4299,3921,1115,7,21,1,3974,0.476949276,1.096124426,1.602011494
13458112,7841,8724,1072,10,38,1,3974,0.52662079,0.898681948,1.404980341
13492762,16652,15138,6688,12,136,1,3973,0.476172502,1.099940551,8.146163216
13545202,1089,1719,6139,7,86,1,3971,0.611961552,0.633139535,6.928893905
13571462,18740,17651,1462,7,73,1,3971,0.485024181,1.061636075,2.079658606
13593132,5042,5756,4516,10,58,1,3970,0.533012316,0.87580337,6.36056338
13596992,518,332,293,12,145,1,3970,0.39012926,1.555555556,0.426491994
13601052,1197,1067,2808,7,143,1,3970,0.471081678,1.120786517,3.253765933
13639262,7295,7710,1981,7,57,1,3969,0.513794482,0.946051096,2.821937322
13642652,5091,13075,578,6,79,1,3969,0.719711565,0.389339247,0.84379562
13688802,18801,20048,82,12,56,1,3968,0.516036036,0.937752506,0.12041116
13694202,1212,268,456,9,0,1,3968,0.180958812,4.505576208,0.541567696
13728412,3846,3716,3557,6,66,1,3967,0.491339416,1.034705408,4.589677419
13788342,15181,15858,4966,14,102,1,3966,0.510889175,0.95724825,6.738127544
13796572,16114,68016,875,4,76,1,3966,0.808453483,0.23691136,1.063183475
13808342,11689,11503,1272,10,47,1,3965,0.495968611,1.016081363,1.457044674
13831152,2518,3515,765,10,50,1,3965,0.582532317,0.716154721,0.972045743
13852942,11160,10398,1466,10,80,1,3965,0.482304374,1.073180113,1.736966825
13893342,10684,10890,3275,8,45,1,3963,0.504750869,0.980993481,4.645390071
13898062,528,645,6340,6,40,1,3963,0.549403748,0.817337461,9.096126255
14024532,1420,622,670,14,21,1,3961,0.304454234,2.27929374,0.924137931
14025402,5018,4665,2304,10,57,1,3961,0.481722429,1.075439348,2.789346247
14057903,23344,22389,3237,12,157,1,3959,0.489548257,1.042608307,4.711790393
14065888,5204,4837,8069,13,134,1,3957,0.481676957,1.075651095,10.06109726
14079004,3040,2933,3274,10,66,1,3954,0.49096083,1.036128153,4.442333786
14087461,12240,12123,1785,14,119,1,3952,0.497578394,1.009567799,2.668161435
14088485,21435,19506,13484,13,102,1,3952,0.476430072,1.098836315,20.00593472
14095473,1922,967,3130,10,85,1,3951,0.334602076,1.98553719,3.577142857
14099861,209,77,49,11,68,1,3950,0.268292683,2.679487179,0.062025316
14100363,2781,2540,1386,13,50,1,3950,0.477264186,1.094451004,1.98
14106080,1921,3207,2642,7,160,1,3949,0.625268083,0.598815461,3.885294118
14106277,511,655,247,10,46,1,3949,0.561268209,0.778963415,0.356421356
14117843,3093,6335,950,15,159,1,3948,0.6718634,0.488162879,1.201011378
14118173,7099,7252,290,13,91,1,3948,0.505295429,0.978767407,0.425844347
14118517,5416,5544,1680,8,140,1,3948,0.505793267,0.976735798,2.00238379
14119816,48525,48611,27007,12,160,1,3948,0.500437526,0.998210318,37.04663923
14119845,7578,7052,5788,12,159,1,3948,0.481990295,1.07443641,8.106442577
14121525,2001,1719,2123,10,67,1,3947,0.461972588,1.163372093,3.15922619
14131099,2739,2789,6083,11,97,1,3946,0.504431181,0.98172043,8.790462428
14133288,29005,27303,273,13,65,1,3946,0.484878083,1.062298564,0.361111111
14134831,774,782,164,10,25,1,3946,0.502247913,0.988505747,0.246987952
14138443,503,219,100,12,131,1,3945,0.302904564,2.286363636,0.117508813
14138657,1127,551,212,3,57,1,3945,0.328171531,2.041666667,0.307692308
14146618,1829,1611,472,6,150,1,3944,0.468177855,1.134615385,0.695139912
14151220,11894,12474,1892,12,140,1,3944,0.511879847,0.953426854,2.646153846
14155663,746,5880,1049,13,0,1,3943,0.887279312,0.126849175,1.458970793
14158133,207,69,222,13,20,1,3942,0.249097473,2.957142857,0.282802548
14167013,1999,934,1104,7,22,1,3941,0.318336742,2.137967914,1.5
14169174,1156,683,532,8,73,1,3940,0.371195652,1.69005848,0.677707006
14170609,3589,4161,10902,8,158,1,3940,0.536833957,0.862325805,14.14007782
14177844,3917,3643,963,4,30,1,3939,0.481814575,1.074917673,1.443778111
14178758,1998,1660,708,15,36,1,3939,0.453675868,1.202889825,1.053571429
14185487,425,253,415,11,55,1,3938,0.372606775,1.673228346,0.49522673
14185827,9048,9039,4,10,159,1,3938,0.499723574,1.000884956,0.005856515
14195582,1470,931,727,10,49,1,3937,0.387593672,1.577253219,0.977150538
14196378,1965,862,73,13,0,1,3936,0.304809052,2.276940904,0.104734577
14200437,41544,40502,4422,13,145,1,3936,0.493643887,1.0257018,6.76146789
14206085,8680,9660,4405,10,138,1,3934,0.526688839,0.898457717,5.288115246
14212278,6115,6409,6169,9,135,1,3934,0.511696607,0.953978159,7.96
14213042,7410,6949,880,14,109,1,3934,0.483913649,1.06618705,1.341463415
14213969,1241,890,43,8,75,1,3933,0.417448405,1.392817059,0.06379822
14216821,16784,15259,2426,9,159,1,3933,0.47618899,1.099868938,3.158854167
14221134,163,431,1061,5,0,1,3933,0.724369748,0.377314815,1.602719033
14235401,18426,20269,13905,12,129,1,3931,0.52380091,0.90902812,19.50210379
14236327,9143,10177,190,12,156,1,3931,0.526732571,0.898310081,0.238993711
14239363,1181,940,981,12,139,1,3931,0.442978322,1.255047821,1.407460545
14240899,525,155,20,11,80,1,3931,0.227606461,3.365384615,0.024691358
14248266,8071,7425,5272,9,88,1,3930,0.479124992,1.086856989,8.036585366
14249388,5355,5642,491,9,49,1,3930,0.513002364,0.948963317,0.712626996
14249798,211,917,854,14,77,1,3929,0.812223206,0.229847495,1.085133418
14251168,8664,9067,4337,10,117,1,3929,0.511335439,0.955447728,5.588917526
14252975,15237,14284,3902,13,65,1,3929,0.483842558,1.066643332,5.841317365
14253343,10324,9858,1465,13,116,1,3929,0.488430858,1.047165027,2.186567164
14255846,15529,16729,1751,7,68,1,3929,0.518583961,0.928212791,2.625187406
14257808,3808,3558,2265,10,114,1,3928,0.482964572,1.069963473,2.722355769
14275501,2125,1982,1830,10,44,1,3926,0.482473223,1.071608674,2.194244604
14278708,3382,8113,259,11,34,1,3926,0.70572373,0.416810451,0.398461538
14278915,8729,7941,1225,9,37,1,3926,0.476336153,1.099093427,1.873088685
14286401,9089,8690,1187,10,118,1,3925,0.488751406,1.0457945,1.630494505
14306558,657,431,54,11,0,1,3923,0.395775941,1.520833333,0.077922078
14310835,93,15,9,10,50,1,3922,0.137614679,5.8125,0.013953488
14313986,14776,24169,18107,11,158,1,3922,0.620577209,0.611336367,26.82518519
14317166,1329,846,169,10,113,1,3921,0.388786765,1.569067296,0.262015504
14317480,12439,12090,8931,5,133,1,3921,0.492865879,1.028781738,13.13382353
14323467,2298,2361,437,7,142,1,3920,0.506652361,0.972904318,0.54556804
14335577,3526,3341,1060,7,159,1,3919,0.48645894,1.055056852,1.413333333
14338005,103,81,345,11,108,1,3919,0.437837838,1.256097561,0.418181818
14339170,12751,12523,3466,10,155,1,3918,0.495469832,1.0181252,5.407176287
14348419,8131,14215,734,12,64,1,3918,0.63610328,0.571961171,1.15408805
14351877,462,258,345,9,57,1,3917,0.357836338,1.783783784,0.529141104
14358053,3580,3255,700,13,96,1,3917,0.476155647,1.0995086,1.052631579
14364397,10790,10686,873,10,157,1,3916,0.497555525,1.009637878,1.138200782
14365084,1994,1363,3128,11,140,1,3916,0.405896367,1.461876833,4.910518053
14365379,1759,1637,819,12,107,1,3916,0.48189579,1.073870574,1.055412371
14367635,16288,14965,16228,6,64,1,3915,0.478818711,1.088333556,25.12074303
14368027,711,287,8,15,0,1,3915,0.287287287,2.46875,0.012658228
14371266,1821,1393,380,9,49,1,3915,0.433281493,1.306312769,0.553129549
14372559,985,1399,114,11,81,1,3915,0.586582809,0.703571429,0.175654854
14373091,14481,14238,104,8,158,1,3915,0.495752089,1.016995576,0.154302671
14378272,2267,2264,316,11,48,1,3914,0.499558694,1.000883002,0.412532637
14379113,1569,1553,933,7,0,1,3914,0.497278258,1.00965251,1.159006211
14387385,477,122,21,14,0,1,3913,0.203333333,3.87804878,0.031626506
14388366,2473,2620,1208,8,36,1,3913,0.514330585,0.943533003,1.58738502
14391473,1446,948,135,5,142,1,3913,0.395824635,1.523709168,0.211267606
14392094,2701,2688,140,14,81,1,3913,0.498701299,1.004462626,0.222222222
14394428,9558,8690,824,11,129,1,3912,0.476190476,1.099758371,1.244712991
14401806,34440,36584,1412,13,84,1,3912,0.515086237,0.941369414,1.803320562
14404371,827,729,268,7,71,1,3912,0.468208092,1.132876712,0.413580247
14405120,1402,793,230,8,16,1,3911,0.361111111,1.765743073,0.290771176
14405773,272,90,35,15,37,1,3911,0.247933884,2.989010989,0.052160954
14417392,2721,3201,375,8,54,1,3910,0.54043559,0.849781387,0.599041534
14426942,12095,11088,4377,11,137,1,3910,0.47826087,1.090720534,6.817757009
14429823,68111,64817,15208,9,88,1,3910,0.487606166,1.050803789,19.5224647
14433036,2635,2451,260,11,88,1,3909,0.481816395,1.074632953,0.395136778
14435478,10232,9307,595,12,147,1,3909,0.476305015,1.099269446,0.945945946
14439302,2001,1744,5731,9,96,1,3909,0.465563267,1.146704871,8.071830986
14444226,5531,5025,383,10,88,1,3908,0.475987496,1.100477517,0.568249258
14449469,1253,709,14,10,0,1,3907,0.361181864,1.764788732,0.019886364
14449487,1203,146,3,14,0,1,3907,0.108148148,8.183673469,0.004304161
14451294,54579,52016,13644,11,89,1,3907,0.487973282,1.049253129,18.56326531
14451520,2000,1566,87,9,24,1,3907,0.43902439,1.276324186,0.127379209
14453409,2039,1853,46,14,90,1,3907,0.475982533,1.09978425,0.058080808
14453620,6533,6261,1728,11,150,1,3907,0.48933177,1.043276908,2.683229814
14453833,2314,2352,703,12,10,1,3907,0.503964003,0.983425414,0.968319559
14457457,3710,3879,3369,10,111,1,3907,0.511067194,0.956185567,5.416398714
14463523,5126,5586,219,6,46,1,3906,0.521422571,0.917487023,0.341121495
14463537,1850,1691,115,10,99,1,3906,0.47741389,1.093380615,0.18081761
14464835,4001,3790,7298,10,160,1,3906,0.486396304,1.055394355,10.02472527
14466304,6091,5763,274,6,49,1,3906,0.486123998,1.056731437,0.426127527
14466733,1134,2442,1014,7,95,1,3906,0.682694996,0.464183381,1.619808307
